Κωδικός Τμήματος,Σχολή,link,Πόλη,Πεδία,Εισακτέοι,Βάση 2025,"Συντελεστής Ε.Β.Ε,",Ε.Β.Ε.,Συντελεστής Ε.Β.Ε. Ειδικών μαθημάτων,Ε.Β.Ε. Ειδικών μαθημάτων
156,"Παιδαγωγικό Νηπιαγωγών, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,"I,II,III,IV",223,11905,1.00,10.50,,
157,"Ναυτιλιακών Σπουδών, Πειραιά",http://career.unipi.gr/,Πειραιάς,IV,196,19210,1.00,11.02,,
158,"Παιδαγωγικό Προσχολικής Εκπ/σης, Κρήτης",http://www.uoc.gr/,Ρέθυμνο,"I,II,III,IV",152,11600,1.00,10.50,,
159,"Κοινωνικής Πολιτικής, Παντείου",http://www.panteion.gr/,Αθήνα,"I,IV",127,12430,0.80,08.40,,
160,"Επιστημών της Εκπαίδευσης στην Προσχολική Ηλικία, ΔΠΘ",http://www.duth.gr/,Αλεξ/πολη,"I,II,III,IV",192,10750,0.80,08.40,,
161,"Διεθνών & Ευρωπαϊκών Σπουδών, Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,"I,IV",121,19295,1.20,13.22,,
162,"Επιστημών της Προσχολικής Αγωγής & του Εκπαιδευτικού Σχεδιασμού, Αιγαίου",http://www.aegean.gr/,Ρόδος,"I,II,III,IV",259,10150,0.80,08.40,,
163,"Κινηματογράφου, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",72,13125,1.20,12.60,,
164,"Παιδαγωγικό Δημοτικής Εκπ/σης, Θεσσαλίας",http://www.uth.gr/,Βόλος,"I,II,III,IV",139,15125,0.80,08.40,,
166,"Παιδαγωγικό Προσχολικής Εκπ/σης, Θεσσαλίας",http://www.uth.gr/,Βόλος,"I,II,III,IV",122,12425,0.80,08.40,,
168,"Θεάτρου, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",62,11425,0.80,08.40,,
173,"Ιστορίας & Φιλοσοφίας της Επιστήμης, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"I,II,III,IV",114,10810,1.00,10.50,,
176,"Βαλκανικών, Σλαβικών & Ανατολικών Σπουδών, Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,"I,IV",172,12240,1.20,12.60,,
178,"Παιδαγωγικό Ειδικής Αγωγής, Θεσσαλίας",http://www.uth.gr/,Βόλος,"I,II,III,IV",115,13050,1.00,10.50,,
179,"Διεθνών & Ευρωπαϊκών Σπουδών, Παντείου",http://www.panteion.gr/,Αθήνα,"I,IV",131,17040,1.00,11.02,,
180,"Ναυτιλίας & Επιχειρηματικών Υπηρεσιών, Αιγαίου",http://www.aegean.gr/,Χίος,IV,188,9890,1.00,10.50,,
181,"Μεσογειακών Σπουδών: Αρχαιολογία, Γλωσσολογία, Διεθνείς Σχέσεις, Αιγαίου",http://www.aegean.gr/,Ρόδος,"I,IV",120,8798,0.80,08.40,,
212,"Δασολογίας & Διαχείρισης Περιβάλλοντος & Φυσικών Πόρων, ΔΠΘ",http://www.duth.gr/,Ορεστιάδα,"II,III,IV",146,8640,0.80,08.40,,
216,"Επιστήμης Υπολογιστών, Κρήτης",http://www.uoc.gr/,Ηράκλειο,"II,IV",147,15646,1.20,12.60,,
218,"Στατιστικής & Αναλογιστικών-Χρηματοοικονομικών Μαθηματικών, Αιγαίου",http://www.aegean.gr/,Σάμος,"II,IV",162,8550,0.80,08.40,,
222,"Μηχανικών Οικονομίας & Διοίκησης, Αιγαίου",http://www.aegean.gr/,Χίος,"II,IV",129,9050,0.80,08.40,,
224,"Μηχανικών Παραγωγής & Διοίκησης, ΔΠΘ",http://www.duth.gr/,Ξάνθη,"II,IV",118,11590,1.10,11.55,,
230,"Μηχανικών Παραγωγής & Διοίκησης, Πολυτ. Κρήτης",http://www.tuc.gr/,Χανιά,"II,IV",127,12290,1.20,12.60,,
238,"Μηχανικών Σχεδίασης Προϊόντων & Συστημάτων, Αιγαίου",http://www.aegean.gr/,Σύρος,"II,IV",113,10330,1.00,10.50,,
240,"Διοικητικής Επιστήμης & Τεχνολογίας, Ο.Π.Α.",http://www.aueb.gr/,Αθήνα,"II,IV",131,18400,1.20,12.60,,
262,"Ψηφιακών Συστημάτων, Πειραιώς",http://career.unipi.gr/,Πειραιάς,"II,IV",156,15940,1.20,12.60,,
276,"Περιβάλλοντος, Αιγαίου",http://www.aegean.gr/,Μυτιλήνη,"II,III,IV",122,8550,0.80,08.40,,
309,"Οικονομικών Επιστημών, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,IV,292,13896,1.20,12.60,,
310,"Γεωγραφίας, Αιγαίου",http://www.aegean.gr/,Μυτιλήνη,"II,IV",120,7740,0.80,08.40,,
311,"Οικονομικών Επιστημών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,IV,312,13240,1.20,12.60,,
312,"Οικονομικής Επιστήμης, Ο.Π.Α.",http://www.aueb.gr/,Αθήνα,IV,195,15900,1.20,12.60,,
313,"Οργάνωσης & Διοίκησης Επιχειρήσεων, ΟΠΑ",http://www.aueb.gr/,Αθήνα,IV,202,17425,1.20,12.60,,
314,"Μάρκετινγκ & Επικοινωνίας, ΟΠΑ",http://www.aueb.gr/,Αθήνα,IV,148,16350,1.20,12.60,,
315,"Οικονομικής Επιστήμης, Πειραιά",http://career.unipi.gr/,Πειραιάς,IV,255,15100,1.20,12.60,,
316,"Οργάνωσης & Διοίκησης Επιχειρήσεων, Πειραιά",http://career.unipi.gr/,Πειραιάς,IV,233,16620,1.20,12.60,,
317,"Οικονομικών Επιστημών, Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,IV,239,14460,1.20,12.60,,
318,"Στατιστικής & Ασφαλιστικής Επιστήμης, Πειραιώς",http://career.unipi.gr/,Πειραιάς,"II,IV",139,13070,1.20,12.60,,
319,"Οικονομικών Επιστημών, Πατρών",http://www.upatras.gr/,Πάτρα,IV,243,12426,1.20,12.60,,
320,"Διοίκησης Επιχειρήσεων, Αιγαίου",http://www.aegean.gr/,Χίος,IV,203,8630,0.80,08.40,,
321,"Οικονομικών Επιστημών, Κρήτης",http://www.uoc.gr/,Ρέθυμνο,IV,200,10415,1.05,11.02,,
322,"Οργάνωσης & Διοίκησης Επιχειρήσεων, Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,IV,195,15532,1.20,12.60,,
326,"Αγροτικής Οικονομίας & Ανάπτυξης, Γεωπονικού",http://www.aua.gr/,Αθήνα,"III,IV",56,12310,0.85,08.92,,
329,"Στατιστικής, Ο.Π.Α.",http://www.aueb.gr/,Αθήνα,"II,IV",96,14440,1.20,12.60,,
330,"Πληροφορικής & Τηλεπικοινωνιών, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"II,IV",172,16955,1.20,12.60,,
333,"Πληροφορικής, Ο.Π.Α.",http://www.aueb.gr/,Αθήνα,"II,IV",179,17590,1.20,12.60,,
334,"Παιδαγωγικό Δημοτικής Εκπ/σης, Δυτ. Μακεδονίας",http://www.uowm.gr/,Φλώρινα,"I,II,III,IV",182,12860,0.80,08.40,,
336,"Βιομηχανικής Διοίκησης & Τεχνολογίας, Πειραιά",http://career.unipi.gr/,Πειραιάς,"II,IV",168,13465,1.20,12.60,,
337,"Λογιστικής & Χρηματοοικονομικής, Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,IV,256,13525,1.20,12.60,,
338,"Πληροφορικής, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"II,IV",116,17720,1.20,12.60,,
339,"Πληροφορικής, Πειραιά",http://career.unipi.gr/,Πειραιάς,"II,IV",155,16935,1.20,12.60,,
341,"Παιδαγωγικό Νηπιαγωγών, Δυτ. Μακεδονίας",http://www.uowm.gr/,Φλώρινα,"I,II,III,IV",178,10975,1.00,10.50,,
342,"Αρχειονομίας, Βιβλιοθηκονομίας & Μουσειολογίας, Ιονίου",http://www.ionio.gr/,Κέρκυρα,"I,IV",64,8525,0.80,08.40,,
344,"Μηχανικών Πληροφοριακών & Επικοινωνιακών Συστημάτων, Αιγαίου",http://www.aegean.gr/,Σάμος,"II,IV",212,9660,0.80,08.40,,
345,"Οικονομικών Επιστημών, Ιωαννίνων",http://www.uoi.gr/,Ιωάννινα,IV,228,11450,1.00,10.50,,
347,"Λογιστικής & Χρηματοοικονομικής, ΟΠΑ",http://www.aueb.gr/,Αθήνα,IV,164,15775,1.20,12.60,,
350,"Οικονομικών Επιστημών, Θεσσαλίας",http://www.uth.gr/,Βόλος,IV,203,11851,1.00,10.50,,
352,"Διοίκησης Επιχειρήσεων, Πατρών",http://www.upatras.gr/,Πάτρα,IV,266,11900,1.10,11.55,,
353,"Αγροτικής Ανάπτυξης, ΔΠΘ",http://www.duth.gr/,Ορεστιάδα,"II,III,IV",162,9125,0.80,08.40,,
354,"Πολιτισμικής Τεχνολογίας & Επικοινωνίας, Αιγαίου",http://www.aegean.gr/,Μυτιλήνη,"I,IV",138,8355,0.80,08.40,,
355,"Διεθνών & Ευρωπαϊκών Σπουδών, Πειραιά",http://career.unipi.gr/,Πειραιάς,"I,IV",124,18990,1.20,13.22,,
356,"Γεωγραφίας, Χαροκοπείου",http://www.hua.gr/,Αθήνα,"II,IV",59,10725,0.90,09.45,,
361,"Οικονομικών Επιστημών, Πελοποννήσου",http://www.uop.gr/,Τρίπολη,IV,160,10030,1.00,10.50,,
366,"Πληροφορικής, Ιονίου",http://www.ionio.gr/,Κέρκυρα,"II,IV",203,8640,0.80,08.40,,
367,"Τεχνών Ήχου & Εικόνας, Ιονίου",http://www.ionio.gr/,Κέρκυρα,"I,II,III,IV",86,9410,0.80,08.40,,
369,"Πληροφορικής με Εφαρμογές στη Βιοϊατρική, Θεσσαλίας",http://www.uth.gr/,Λαμία,"II,III,IV",167,12515,1.00,10.50,,
375,"Τουριστικών Σπουδών, Πειραιά",http://tourism.unipi.gr/,Πειραιάς,IV,72,14785,1.20,13.22,,
389,"Μηχανικών Βιομηχανικής Σχεδίασης & Παραγωγής, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",255,12032,1.18,12.39,,
390,"Μηχανικών Πληροφορικής & Υπολογιστών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",224,15336,1.20,12.60,,
400,"Οργάνωσης & Διαχείρισης Αθλητισμού, Πελοποννήσου",http://www.uop.gr/,Σπάρτη,IV,97,8940,0.80,08.40,,
401,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"I,II,III,IV",111,17399,0.80,08.55,,
402,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού (Εισ. Κατ.), ΑΠΘ",http://www.auth.gr/,Σέρρες,"I,II,III,IV",113,13729,0.80,08.55,,
403,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού (Εισ. Κατ.), ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",112,17161,0.80,08.55,,
404,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού, ΔΠΘ",http://www.duth.gr/,Κομοτηνή,"I,II,III,IV",332,13219,0.80,08.55,,
405,"Επιστήμης Φυσικής Αγωγής & Αθλητισμού, Θεσσαλίας",http://www.uth.gr/,Τρίκαλα,"I,II,III,IV",151,15134,1.00,10.69,,
406,"Μουσικών Σπουδών, ΑΠΘ",http://www.auth.gr/,Θεσσαλονίκη,"I,II,III,IV",61,14590,0.80,09.91,,
407,"Μουσικών Σπουδών, Ιονίου",http://www.ionio.gr/,Κέρκυρα,"I,II,III,IV",102,13440,0.80,09.91,,
408,"Μουσικών Σπουδών, ΕΚΠΑ",http://www.uoa.gr/,Αθήνα,"I,II,III,IV",70,15050,0.90,11.15,,
409,"Μουσικής Επιστήμης & Τέχνης, Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,"I,II,III,IV",78,15600,1.20,14.86,,
412,"Πληροφορικής & Τηλεματικής, Χαροκοπείου",https://www.dit.hua.gr/index.php/el/,Αθήνα,"II,IV",88,16320,1.20,12.60,,
612,"Οικονομικής & Διοίκησης Τουρισμού, Αιγαίου",https://www.mixanografiko.gr/www.aegean.gr,Χίος,IV,89,11550,0.80,08.81,,
613,Ανώτερη Σχολή Τουριστικής Εκπαίδευσης Ρόδου (Α.Σ.Τ.Ε.Ρ.),http://www.mintour.edu.gr/,Ρόδος,"I,IV",86,11312,0.80,08.81,,
614,Ανώτερη Σχολή Τουριστικής Εκπαίδευσης Κρήτης (Α.Σ.Τ.Ε.Κ.),http://astecrete.edu.gr/,Αγ. Νικόλαος,"I,IV",86,11706,0.80,08.81,,
668,"Αρχειονομίας, Βιβλιοθηκονομίας & Συστημάτων Πληροφόρησης, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"I,IV",78,10730,0.90,09.45,,
669,"Διοίκησης Επιχειρήσεων, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,IV,280,12920,1.20,12.60,,
670,"Διοίκησης Τουρισμού, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,IV,266,15850,1.20,13.22,,
672,"Λογιστικής & Χρηματοοικονομικής, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,IV,144,12765,1.20,12.60,,
673,"Αγωγής & Φροντίδας στην Πρώιμη Παιδική Ηλικία, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"I,II,III,IV",112,13120,0.80,08.40,,
674,"Γραφιστικής & Οπτικής Επικοινωνίας, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",96,13745,0.80,09.09,,
675,"Εσωτερικής Αρχιτεκτονικής, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"II,IV",93,14405,1.15,13.06,,
677,"Φωτογραφίας & Οπτικοακουστικών Τεχνών, ΠΑ.Δ.Α.",http://www.uniwa.gr/,Αιγάλεω,"I,II,IV",91,11540,1.00,10.50,,
817,Σχολή Πλοιάρχων Εμπορικού Ναυτικού,http://www.yen.gr/,Διάφορες,"II,IV",421,8400,0.80,08.40,,
818,Σχολή Μηχανικών Εμπορικού Ναυτικού,http://www.yen.gr/,Διάφορες,"II,IV",419,8400,0.80,08.40,,
863,Μονίμων Υπαξ/κών Στρατού (Σ.Μ.Υ.) - Σώματα,http://www.army.gr/,Τρίκαλα,"II,IV",39,13080,0.80,08.40,,
864,Μονίμων Υπαξ/κών Ναυτικού (Σ.Μ.Υ.Ν.),http://www.hellenicnavy.gr/,Αθήνα,"II,IV",104,8940,0.90,09.45,,
867,Οικονομικό (ΣΣΑΣ),http://www.geetha.mil.gr/,Θεσσαλονίκη,IV,22,17735,1.20,12.60,,
869,Αξιωματικών Ελληνικής Αστυνομίας,http://www.astynomia.gr/,Αθήνα,"I,II,IV",37,17590,0.80,08.40,,
870,Αστυφυλάκων,http://www.astynomia.gr/,Αθήνα,"I,II,IV",687,11710,0.80,08.40,,
871,Αξιωματικών Πυροσβεστικής Ακαδημίας (Πυροσβέστες),http://www.fireservice.gr/,Αθήνα,"I,II,III,IV",10,9940,0.80,08.40,,
872,Αξιωματικών Ελληνικής Αστυνομίας (Αστυνομικοί),http://www.astynomia.gr/,Αθήνα,"I,II,IV",26,17370,0.80,08.40,,
876,Πυροσβεστών,http://www.fireservice.gr/,Αθήνα,"I,II,III,IV",189,14460,0.80,08.40,,
877,Αξιωματικών Πυροσβεστικής Ακαδημίας,http://www.fireservice.gr/,Αθήνα,"I,II,III,IV",41,17460,0.80,08.40,,
880,ΣΜΥΑ - Κατεύθυνση Διοικητικής & Εφοδιαστικής Υποστήριξης,https://www.haf.gr/career/academies/syd/,Αθήνα,"II,IV",15,16030,1.00,10.50,,
881,Δοκίμων Σημαιοφόρων Λιμενικού Σώματος - Ελληνικής Ακτοφυλακής (Σ.Δ.Σ.Λ.Σ. -ΕΛ.ΑΚΤ.),https://www.hcg.gr/el/,Αθήνα,"I,II,III,IV",19,16650,0.90,09.45,,
882,Δοκίμων Λιμενοφυλάκων,https://www.hcg.gr/el/,Αθήνα,"I,II,III,IV",74,13970,0.90,09.45,,
883,,,Αθήνα,"I,II,III,IV",,,0.90,09.45,,
886,Ικάρων (ΣΙ) - Διοικητικών,http://www.haf.gr/,Αθήνα,IV,5,17260,1.20,12.60,,
887,Ικάρων (ΣΙ) - Εφοδιαστών,http://www.haf.gr/,Αθήνα,IV,5,17465,1.20,12.60,,
889,Πληροφορικής (ΣΣΑΣ),http://www.geetha.mil.gr/,Θεσσαλονίκη,"II,IV",10,18240,1.20,12.60,,
1001,"Αγροτικής Ανάπτυξης, Αγροδιατροφής & Διαχείρισης Φυσικών Πόρων, ΕΚΠΑ",https://agro.uoa.gr/,Ψαχνά,"II,III,IV",65,9870,0.80,08.40,,
1004,"Διαχείρισης Λιμένων & Ναυτιλίας, ΕΚΠΑ",https://www.pms.uoa.gr/,Ψαχνά,IV,130,12600,1.20,12.60,,
1005,"Διοίκησης Επιχειρήσεων & Οργανισμών, ΕΚΠΑ",https://ba.uoa.gr/,Αθήνα,IV,72,16220,1.20,12.60,,
1008,"Τεχνολογιών Ψηφιακής Βιομηχανίας, ΕΚΠΑ",https://www.dind.uoa.gr/,Ψαχνά,"II,IV",186,9830,0.85,08.92,,
1011,"Ψηφιακών Τεχνών & Κινηματογράφου, ΕΚΠΑ",https://www.dcarts.uoa.gr/,Ψαχνά,"I,II,III,IV",81,10520,0.80,08.40,,
1063,"Διοίκησης Γεωργικών Επιχειρήσεων & Συστημάτων Εφοδιασμού, Γεωπονικού",http://www.teiste.gr/,Θήβα,IV,97,9095,0.90,09.45,,
1064,"Περιφερειακής & Οικονομικής Ανάπτυξης, Γεωπονικού",https://w1.aua.gr/poa/%CE%B3%CE%BD%CF%89%CF%81%CE%AF%CE%B6%CE%B5%CF%84%CE%B5-%CF%8C%CF%84%CE%B9/,Άμφισσα,IV,80,7040,0.80,08.40,,
1211,"Επιστήμη & Τεχνολογία Υπολογιστών (Εισ. Κατ.), Μακεδονίας",http://www.uom.gr/,Θεσσαλονίκη,"II,IV",107,16915,1.20,12.60,,
1212,"Πληροφοριακά Συστήματα (Εισ. Κατ.), Μακεδονίας",https://www.uom.gr/dai/plhroforiaka-systhmata,Θεσσαλονίκη,"II,IV",107,16705,1.20,12.60,,
1241,"Αγωγής & Φροντίδας στην Πρώιμη Παιδική Ηλικία, Ιωαννίνων",http://www.teiep.gr/,Ιωάννινα,"I,II,III,IV",138,10914,1.00,10.50,,
1244,"Λογιστικής & Χρηματοοικονομικής, Ιωαννίνων",http://www.teiep.gr/,Πρέβεζα,IV,160,7890,0.80,08.40,,
1248,"Μουσικών Σπουδών, Ιωαννίνων",https://music.uoi.gr/,Αρτα,"I,II,III,IV",137,11660,0.90,11.15,,
1250,"Πληροφορικής & Τηλεπικοινωνιών, Ιωαννίνων",http://www.teiep.gr/,Άρτα,"II,IV",214,8911,0.80,08.40,,
1276,"Αλιείας & Υδατοκαλλιεργειών, Πατρών",http://www.teiwest.gr/,Μεσολόγγι,"II,III,IV",80,8335,0.80,08.40,,
1282,"Διοικητικής Επιστήμης & Τεχνολογίας, Πατρών",https://dept.upatras.gr/,Πάτρα,"II,IV",176,12150,1.10,11.55,,
1283,"Διοίκησης Τουρισμού, Πατρών",http://www.teiwest.gr/,Πάτρα,IV,162,13275,0.80,08.81,,
1286,"Επιστημών της Εκπαίδευσης & Κοινωνικής Εργασίας, Πατρών",http://www.upatras.gr/,Πάτρα,"I,II,III,IV",228,14422,1.20,12.60,,
1302,"Κοινωνικής Πολιτικής, ΔΠΘ",http://www.duth.gr/,Κομοτηνή,"I,IV",105,10820,0.80,08.40,,
1424,"Δασολογίας, Επιστημών Ξύλου & Σχεδιασμού, Θεσσαλίας",http://www.teilar.gr/,Καρδίτσα,"II,III,IV",186,8605,0.80,08.40,,
1427,"Διοίκησης Επιχειρήσεων, Θεσσαλίας",http://www.teilar.gr/,Λάρισα,IV,264,9825,0.90,09.45,,
1430,"Λογιστικής & Χρηματοοικονομικής, Θεσσαλίας",http://www.teilar.gr/,Λάρισα,IV,162,8867,0.80,08.40,,
1434,"Περιβάλλοντος, Θεσσαλίας",https://env.uth.gr/,Λάρισα,"II,III,IV",81,9590,0.80,08.40,,
1435,"Πολιτισμού & Δημιουργικών Μέσων & Βιομηχανιών, Θεσσαλίας",https://cult.uth.gr/,Βόλος,"I,IV",81,9410,0.80,08.40,,
1436,"Συστημάτων Ενέργειας, Θεσσαλίας",https://www.energy.uth.gr/www/index.php/el/,Λάρισα,"II,IV",64,8990,0.80,08.40,,
1439,"Ψηφιακών Συστημάτων, Θεσσαλίας",http://www.teilar.gr/,Λάρισα,"II,IV",227,10445,1.00,10.50,,
1453,"Περιβάλλοντος, Ιονίου",http://www.teiion.gr/,Ζάκυνθος,"II,III,IV",122,8670,0.80,08.40,,
1455,"Τουρισμού, Ιονίου",http://www.teiion.gr/,Κέρκυρα,IV,105,9820,0.80,08.81,,
1456,"Ψηφιακών Μέσων & Επικοινωνίας, Ιονίου",https://dmc.ionio.gr/,Αργοστόλι,"I,IV",211,8550,0.80,08.40,,
1513,"Λογιστικής & Χρηματοοικονομικής, Πελοποννήσου",http://www.teipel.gr/,Καλαμάτα,IV,154,9250,0.80,08.40,,
1514,"Διοίκησης Επιχειρήσεων & Οργανισμών, Πελοποννήσου",http://www.teipel.gr/,Καλαμάτα,IV,203,9715,0.80,08.40,,
1517,"Παραστατικών & Ψηφιακών Τεχνών, Πελοποννήσου",https://pda.uop.gr/,Ναύπλιον,"I,II,III,IV",113,9200,0.80,08.40,,
1518,"Διοικητικής Επιστήμης & Τεχνολογίας, Πελοποννήσου",https://www.uop.gr/tmima-dioikitikis-epistimis-kai-tehnologias,Τρίπολη,"II,IV",122,10075,0.90,09.45,,
1519,"Ψηφιακών Συστημάτων, Πελοποννήσου",http://www.teipel.gr/,Σπάρτη,"II,IV",162,9040,0.80,08.40,,
1542,"Μηχανικών Σχεδίασης Προϊόντων & Συστημάτων, Δυτ. Μακεδονίας",https://ide.uowm.gr/,Κοζάνη,"II,IV",172,9225,0.85,08.92,,
1544,"Διοικητικής Επιστήμης & Τεχνολογίας, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Κοζάνη,"II,IV",176,8920,0.80,08.40,,
1545,"Λογιστικής & Χρηματοοικονομικής, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Κοζάνη,IV,240,7310,0.80,08.40,,
1546,"Οργάνωσης & Διοίκησης Επιχειρήσεων, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Γρεβενά,IV,256,7840,0.80,08.40,,
1547,"Στατιστικής, Δυτ. Μακεδονίας",https://stat.uowm.gr/#,Γρεβενά,"II,IV",240,7280,0.80,08.40,,
1548,"Οικονομικών Επιστημών, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Καστοριά,IV,128,10330,0.80,08.40,,
1549,"Διεθνών & Ευρωπαϊκών Οικονομικών Σπουδών, Δυτ. Μακεδονίας",https://iees.uowm.gr/,Κοζάνη,IV,256,8400,0.80,08.40,,
1551,"Επικοινωνίας & Ψηφιακών Μέσων, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Καστοριά,"I,IV",146,11020,0.86,09.48,,
1554,"Πληροφορικής, Δυτ. Μακεδονίας",http://www.teiwm.gr/,Καστοριά,"II,IV",200,10340,1.00,10.50,,
1601,"Οργάνωσης & Διοίκησης Επιχειρήσεων, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,IV,203,8950,0.80,08.40,,
1602,"Οικονομικών Επιστημών, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Σέρρες,IV,227,9555,0.80,08.40,,
1603,"Διοίκησης Εφοδιαστικής Αλυσίδας, ΔΙ.ΠΑ.Ε.",http://www.teicm.gr/,Κατερίνη,"II,IV",146,9660,0.80,08.40,,
1604,"Λογιστικής & Χρηματοοικονομικής, ΔΠΘ",http://af.ihu.gr/,Καβάλα,IV,200,8300,0.80,08.40,,
1605,"Διοίκησης Οργανισμών, Μάρκετινγκ & Τουρισμού, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,IV,256,12170,0.90,09.45,,
1606,"Λογιστικής & Πληροφοριακών Συστημάτων, ΔΙ.ΠΑ.Ε.",http://www.teithe.gr/,Θεσσαλονίκη,IV,136,12360,1.00,10.50,,
1607,"Διοικητικής Επιστήμης & Τεχνολογίας, ΔΠΘ",http://www.teikav.edu.gr/,Καβάλα,"II,IV",120,9530,0.80,08.40,,
